case_id,learner_group,trace,risk_1,risk_2,risk_4,repair_profile
case_f71c4543a902543d373b,learner_3e74ad9d9ab3c0a0ab,"[{""program"":""let v5 v1 v0 = let v7 ( v1 , v0 ) = let v10 v9 v6 = v6 + 256 :: v9 in let v3 = [ ] in let v12 = v0 in let ( v11 , v8 ) = List . fold_left v10 v3 v12 in v8 in v4 ( v7 ( v2 v1 v0 ) )"",""diagnostic"":""let (v1N, v8) = List.fold_left v1N v3 v1N in ^^^^^^^^^^^^^^^^^^^^^^^^^^ Error: This expression has type int list but an expression was expected of type 'a * 'b"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v5 v1 v0 = let v7 ( v1 , v0 ) = let v10 v9 v6 = v6 + 256 :: v9 in let v3 = [ ] in let v12 = ( v1 , v0 ) in let ( v11 , v8 ) = List . fold_left v10 v3 v12 in v8 in v4 ( v7 ( v2 v1 v0 ) )"",""diagnostic"":""let (v1N, v8) = List.fold_left v1N v3 v1N in ^^^^ Error: This expression has type 'a * 'b but an expression was expected of type int list"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v5 v1 v0 = let v7 ( v1 , v0 ) = let v10 v9 v6 = v3 in let v3 = [ ] in let v12 = ( v1 , v0 ) in let ( v11 , v8 ) = List . fold_left v10 v3 v12 in v8 in v4 ( v7 ( v2 v1 v0 ) )"",""diagnostic"":""let v1N v9 v6 = v3 in ^^^^ Error: Unbound value v3"",""error_family"":""name"",""repeat_count"":1}]",1,0,0,"[0.0,0.7,0.3,0.0]"
case_166360613c881279ab61,learner_3e74ad9d9ab3c0a0ab,"[{""program"":""let v2 v5 v0 = let ( v4 , v3 ) = ( List . length v5 , List . length v0 ) in if ( v4 < v3 ) then ( List . append ( v1 797 ( v3 - v4 ) ) v5 )"",""diagnostic"":""then (List.append (v1 N (v3-v4)) v5);; ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ Error: This expression has type int list but an expression was expected of type unit"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v2 v5 v0 = let ( v4 , v3 ) = ( List . length v5 , List . length v0 ) in if ( v4 < v3 ) then List . append ( v1 797 ( v3 - v4 ) ) v5"",""diagnostic"":""then List.append (v1 N (v3-v4)) v5;; ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ Error: This expression has type int list but an expression was expected of type unit"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v2 v5 v0 = let ( v4 , v3 ) = ( List . length v5 , List . length v0 ) in if ( v4 < v3 ) then List . append ( v1 797 v3 - v4 ) v5"",""diagnostic"":""then List.append (v1 N v3-v4) v5;; ^^^^^^^^^ Error: This expression has type int list but an expression was expected of type int"",""error_family"":""typing"",""repeat_count"":1}]",1,1,1,"[0.0,0.0,0.4117647059,0.5882352941]"
case_88c6e89fad0f11a1043f,learner_f0ea07ec180393c6de,"[{""program"":""let rec v1 v0 v2 = match v2 with | 185 -> [ ] | v2 -> v0 @ v1 v0 ( v2 - 184 )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let rec v1 v0 v2 = match v2 with | 185 -> [ ] | v2 -> [ v0 ] @ v1 v0 ( v2 - 184 )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let rec v1 v0 v2 = match v2 with if v2 <= 185 then [ ] else [ v0 ] @ v1 v0 ( v2 - 184 )"",""diagnostic"":""if v2 <= N then [] ^^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1}]",0,0,0,"[0.3333333333,0.6666666667,0.0,0.0]"
case_b7f169d4c3bae08aaf0f,learner_48970e81b261b343c2,"[{""program"":""let v4 ( v2 , v0 ) = v1 ( v2 , v0 )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let v4 ( v2 , v0 ) = if v0 = ( v2 v0 ) then v0 else v4 ( v2 , v2 v0 )"",""diagnostic"":""else v4 (v2, v2 v0);; ^ Error: This expression has type 'a -> 'a but an expression was expected of type 'a -> 'a * bool The type variable 'a occurs inside 'a * bool"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v4 ( v2 , v0 ) = let v3 = v2 v0 in if v0 = v3 then v0 else v4 ( v2 , v3 )"",""diagnostic"":""else v4 (v2, v3);; ^ Error: This expression has type 'a -> 'a but an expression was expected of type 'a -> 'a * bool The type variable 'a occurs inside 'a * bool"",""error_family"":""typing"",""repeat_count"":2}]",1,1,0,"[0.0,0.1428571429,0.7857142857,0.0714285714]"
case_ba070f4aef1e5791b28a,learner_0def1ab221d6944b7c,"[{""program"":""let rec v3 ( v2 , v4 ) = let v1 = v2 v4 in let ( v5 , v0 ) = v1 in if v0 then v2 v5 else v5"",""diagnostic"":""if v0 then v2 v5 else v5;; ^^ Error: This expression has type 'a but an expression was expected of type 'a * bool The type variable 'a occurs inside 'a * bool"",""error_family"":""typing"",""repeat_count"":1}]",1,1,0,"[0.0,0.0,0.0,1.0]"
case_6fe8719c19e4bbc0ecde,learner_9ed718f2bd03d926ec,"[{""program"":""let v17 v1 v5 = let v18 ( v1 , v5 ) = let v9 v0 v12 = failwith \""s654\"" in let v6 = 711 in let v13 = let rec v15 v11 v8 = match ( v11 , v8 ) with | ( v4 :: v14 , v7 :: v16 ) -> ( v4 , v7 ) :: v15 ( v14 , v16 ) | ( [ ] , [ ] ) -> [ ] in v15 v1 v5 in let ( v2 , v3 ) = List . fold_left v9 v6 v13 in v3 in v10 ( v18 ( v19 v1 v5 ) )"",""diagnostic"":""| (v4::v1N, v7::v1N) -> (v4,v7)::v1N(v1N,v1N) ^^^^^^^ Error: This expression has type 'a * 'b but an expression was expected of type 'c list"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v17 v1 v5 = let v18 ( v1 , v5 ) = let v9 v0 v12 = failwith \""s654\"" in let v6 = 711 in let v13 = let rec v15 v11 v8 = match ( v11 , v8 ) with | ( v4 :: v14 , v7 :: v16 ) -> ( v4 , v7 ) :: v15 v14 v16 | ( [ ] , [ ] ) -> [ ] in v15 v1 v5 in let ( v2 , v3 ) = List . fold_left v9 v6 v13 in v3 in v10 ( v18 ( v19 v1 v5 ) )"",""diagnostic"":""let (v2, v3) = List.fold_left v9 v6 v1N in ^^^^^^^^^^^^^^^^^^^^^^^^^^ Error: This expression has type int but an expression was expected of type 'a * 'b"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v17 v1 v5 = let v18 ( v1 , v5 ) = let v9 v0 v12 = failwith \""s654\"" in let v6 = 711 in let v13 = let rec v15 v11 v8 = match ( v11 , v8 ) with | ( v4 :: v14 , v7 :: v16 ) -> ( v4 , v7 ) :: v15 v14 v16 | ( v2 , v2 ) -> [ ] in v15 v1 v5 in let ( v2 , v3 ) = List . fold_left v9 v6 v13 in v3 in v10 ( v18 ( v19 v1 v5 ) )"",""diagnostic"":""let (v2, v3) = List.fold_left v9 v6 v1N in ^^^^^^^^^^^^^^^^^^^^^^^^^^ Error: This expression has type int but an expression was expected of type 'a * 'b"",""error_family"":""typing"",""repeat_count"":1}]",1,0,0,"[0.9130434783,0.0869565217,0.0,0.0]"
case_fd67ebab4ed872021d6e,learner_1f21233c9aa092d7a7,"[{""program"":""let rec v5 ( v12 , v9 , v0 ) = match v12 with | C4 -> v9 | C3 -> v0 | C1 ( v12 ) -> sin ( v1 +!!! v5 ( v12 , v9 , v0 ) ) | C9 ( v12 ) -> cos ( v1 +!!! v5 ( v12 , v9 , v0 ) ) | C7 ( v4 , v2 ) -> ( v5 ( v4 , v9 , v0 ) +!! v5 ( v2 , v9 , v0 ) ) +! 434 . | C0 ( v4 , v2 ) -> v5 ( v4 , v9 , v0 ) +!!! v5 ( v2 , v9 , v0 ) | C8 ( v4 , v2 ) -> if v5 ( v4 , v9 , v0 ) = 435 then C6 else v5 ( v4 , v9 , v0 ) +! v5 ( v4 , v9 , v0 ) | C2 ( v4 , v2 , v10 ) -> sqrt ( ( v5 ( v4 , v9 , v0 ) ) ** 434 . +!! ( v5 ( v2 , v9 , v0 ) ) ** 434 . +!! ( v5 ( v10 , v9 , v0 ) ) ** 434 . ) +! 434 . | C5 ( v7 , v11 , v8 , v6 ) -> if v5 ( v7 , v9 , v0 ) < v5 ( v11 , v9 , v0 ) then v5 ( v8 , v9 , v0 ) else v5 ( v6 , v9 , v0 )"",""diagnostic"":""if v5(v4,v9,v0) = N ^ Error: This expression has type int but an expression was expected of type float"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v5 ( v12 , v9 , v0 ) = match v12 with | C4 -> v9 | C3 -> v0 | C1 ( v12 ) -> sin ( v1 +!!! v5 ( v12 , v9 , v0 ) ) | C9 ( v12 ) -> cos ( v1 +!!! v5 ( v12 , v9 , v0 ) ) | C7 ( v4 , v2 ) -> ( v5 ( v4 , v9 , v0 ) +!! v5 ( v2 , v9 , v0 ) ) +! 434 . | C0 ( v4 , v2 ) -> v5 ( v4 , v9 , v0 ) +!!! v5 ( v2 , v9 , v0 ) | C8 ( v4 , v2 ) -> if v5 ( v4 , v9 , v0 ) = 435 . then C6 else v5 ( v4 , v9 , v0 ) +! v5 ( v4 , v9 , v0 ) | C2 ( v4 , v2 , v10 ) -> sqrt ( ( v5 ( v4 , v9 , v0 ) ) ** 434 . +!! ( v5 ( v2 , v9 , v0 ) ) ** 434 . +!! ( v5 ( v10 , v9 , v0 ) ) ** 434 . ) +! 434 . | C5 ( v7 , v11 , v8 , v6 ) -> if v5 ( v7 , v9 , v0 ) < v5 ( v11 , v9 , v0 ) then v5 ( v8 , v9 , v0 ) else v5 ( v6 , v9 , v0 )"",""diagnostic"":""then C6 ^^^ Error: Unbound constructor C6"",""error_family"":""name"",""repeat_count"":1},{""program"":""let rec v5 ( v12 , v9 , v0 ) = match v12 with | C4 -> v9 | C3 -> v0 | C1 ( v12 ) -> sin ( v1 +!!! v5 ( v12 , v9 , v0 ) ) | C9 ( v12 ) -> cos ( v1 +!!! v5 ( v12 , v9 , v0 ) ) | C7 ( v4 , v2 ) -> ( v5 ( v4 , v9 , v0 ) +!! v5 ( v2 , v9 , v0 ) ) +! 434 . | C0 ( v4 , v2 ) -> v5 ( v4 , v9 , v0 ) +!!! v5 ( v2 , v9 , v0 ) | C8 ( v4 , v2 ) -> if v5 ( v4 , v9 , v0 ) = 435 . then v3 else v5 ( v4 , v9 , v0 ) +! v5 ( v4 , v9 , v0 ) | C2 ( v4 , v2 , v10 ) -> sqrt ( ( v5 ( v4 , v9 , v0 ) ) ** 434 . +!! ( v5 ( v2 , v9 , v0 ) ) ** 434 . +!! ( v5 ( v10 , v9 , v0 ) ) ** 434 . ) +! 434 . | C5 ( v7 , v11 , v8 , v6 ) -> if v5 ( v7 , v9 , v0 ) < v5 ( v11 , v9 , v0 ) then v5 ( v8 , v9 , v0 ) else v5 ( v6 , v9 , v0 )"",""diagnostic"":""then v3 ^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1}]",0,0,0,"[0.0,0.1111111111,0.8888888889,0.0]"
case_c7d09442ac0ec95b8c6a,learner_af598be75fa2cdbd62,"[{""program"":""let rec v5 ( v3 , v6 ) = let v4 = v3 ( 607 , 610 ) in match v6 with | 607 -> let v2 = v3 ( 607 , 608 ) in if v2 = 607 then v1 ( ) else v0 ( ) | 609 -> let v2 = v3 ( 607 , 608 ) in if v2 = 607 then C2 ( v5 ( v4 , v6 - 609 ) ) else C0 ( v5 ( v4 , v6 - 609 ) ) | 608 -> C3 ( v5 ( v4 , v6 - 609 ) , v5 ( v4 , v6 - 609 ) ) | 611 -> C1 ( v5 ( v4 , v6 - 609 ) , v5 ( v4 , v6 - 609 ) )"",""diagnostic"":""if v2 = N then C2(v5(v4, v6-N)) ^^^^^^^ Error: This expression has type int but an expression was expected of type int * int -> int"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v5 ( v3 , v6 ) = match v6 with | 607 -> let v2 = v3 ( 607 , 608 ) in if v2 = 607 then v1 ( ) else v0 ( ) | 609 -> let v2 = v3 ( 607 , 608 ) in if v2 = 607 then C2 ( v5 ( v3 , v6 - 609 ) ) else C0 ( v5 ( v3 , v6 - 609 ) ) | 608 -> C3 ( v5 ( v3 , v6 - 609 ) , v5 ( v3 , v6 - 609 ) ) | 611 -> C1 ( v5 ( v3 , v6 - 609 ) , v5 ( v3 , v6 - 609 ) )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let rec v5 ( v3 , v6 ) = match v3 with | 607 -> let v2 = v3 ( 607 , 608 ) in if v2 = 607 then v1 ( ) else v0 ( ) | 609 -> let v2 = v3 ( 607 , 608 ) in if v2 = 607 then C2 ( v5 ( v3 , v6 - 609 ) ) else C0 ( v5 ( v3 , v6 - 609 ) ) | 608 -> C3 ( v5 ( v3 , v6 - 609 ) , v5 ( v3 , v6 - 609 ) ) | 611 -> C1 ( v5 ( v3 , v6 - 609 ) , v5 ( v3 , v6 - 609 ) )"",""diagnostic"":""let v2 = v3(N,N) in ^^^^ Error: This expression has type int This is not a function; it cannot be applied."",""error_family"":""typing"",""repeat_count"":2}]",1,1,1,"[0.5,0.5,0.0,0.0]"
case_637c9e775637e066ba0b,learner_cdf6d792248a5855c2,"[{""program"":""let rec v5 ( v9 , v3 ) = let v10 = v9 ( 489 , 491 ) in if v3 = 489 then let v10 = v9 ( 489 , 490 ) in match v10 with | 489 -> v8 ( ) | 490 -> v2 | 494 -> v7 ( v5 ( v9 , v3 - 490 ) ) | 495 -> v4 ( v5 ( v9 , v3 - 490 ) ) | 492 -> v0 ( v5 ( v9 , v3 - 490 ) , v5 ( v9 , v3 - 490 ) ) | 493 -> v6 ( v5 ( v9 , v3 - 490 ) , v5 ( v9 , v3 - 490 ) ) | 491 -> v1 ( v5 ( v9 , v3 - 490 ) , v5 ( v9 , v3 - 490 ) , v5 ( v9 , v3 - 490 ) , v5 ( v9 , v3 - 490 ) )"",""diagnostic"":""| N -> v8() ^^^^^^^^ Error: This expression has type expr but an expression was expected of type unit"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v5 ( v9 , v3 ) = let v10 = v9 ( 489 , 491 ) in if v3 = 489 then let v10 = v9 ( 489 , 490 ) in match v10 with | 489 -> v8 ( ) | 490 -> v2 ( ) | 494 -> v7 ( v5 ( v9 , v3 - 490 ) ) | 495 -> v4 ( v5 ( v9 , v3 - 490 ) ) | 492 -> v0 ( v5 ( v9 , v3 - 490 ) , v5 ( v9 , v3 - 490 ) ) | 493 -> v6 ( v5 ( v9 , v3 - 490 ) , v5 ( v9 , v3 - 490 ) ) | 491 -> v1 ( v5 ( v9 , v3 - 490 ) , v5 ( v9 , v3 - 490 ) , v5 ( v9 , v3 - 490 ) , v5 ( v9 , v3 - 490 ) )"",""diagnostic"":""| N -> v8() ^^^^^^^^ Error: This expression has type expr but an expression was expected of type unit"",""error_family"":""typing"",""repeat_count"":2},{""program"":""let rec v5 ( v9 , v3 ) = let v10 = v9 ( 489 , 491 ) in if v3 = 489 then let v10 = v9 ( 489 , 490 ) in match v10 with | 489 -> C0 | 490 -> v2 ( ) | 494 -> v7 ( v5 ( v9 , v3 - 490 ) ) | 495 -> v4 ( v5 ( v9 , v3 - 490 ) ) | 492 -> v0 ( v5 ( v9 , v3 - 490 ) , v5 ( v9 , v3 - 490 ) ) | 493 -> v6 ( v5 ( v9 , v3 - 490 ) , v5 ( v9 , v3 - 490 ) ) | 491 -> v1 ( v5 ( v9 , v3 - 490 ) , v5 ( v9 , v3 - 490 ) , v5 ( v9 , v3 - 490 ) , v5 ( v9 , v3 - 490 ) )"",""diagnostic"":""| N -> C0 ^^^^ Error: This variant expression is expected to have type unit The constructor C0 does not belong to type unit"",""error_family"":""typing"",""repeat_count"":1}]",1,0,0,"[1.0,0.0,0.0,0.0]"
case_f18e55d6e59148ff7366,learner_18a3b7decbf736fb30,"[{""program"":""let v6 ( v1 , v7 ) = v0 ( let v3 v7 = v1 v7 in v3 , v7 )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let v6 ( v1 , v7 ) = v0 ( let v3 v7 = let v2 = v1 v7 in match v2 with | ( v4 , v5 ) -> if v4 = v7 then ( v1 , false ) else ( v1 , true ) in v3 , v7 )"",""diagnostic"":""in v3 ^ Error: This expression has type 'a -> ('a -> 'a * 'b) * bool but an expression was expected of type 'a -> 'a * bool The type variable 'a occurs inside 'a -> 'a * 'b"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v6 ( v1 , v7 ) = v0 ( let v3 v7 = let v2 = v1 v7 in match v2 with | v7 -> if v1 = v7 then ( v1 , false ) else ( v1 , true ) in v3 , v7 )"",""diagnostic"":""| v7 -> if v1 = v7 ^ Error: This expression has type 'a but an expression was expected of type 'b -> 'a The type variable 'a occurs inside 'b -> 'a"",""error_family"":""typing"",""repeat_count"":1}]",0,0,0,"[0.0,0.0,1.0,0.0]"
case_fa9b39f107d71b89975d,learner_dd92fe23693bbe1115,"[{""program"":""let rec v4 v3 = v2 = v0 ( v1 ( v3 ) )"",""diagnostic"":""v2 = v0(v1 (v3));; ^ Error: Unbound value v2"",""error_family"":""name"",""repeat_count"":1},{""program"":""let rec v4 v3 = v2 = v0 ( v1 ( v3 ) ) if v2 < 168 then 167 else 169 + v4 ( v2 )"",""diagnostic"":""if v2<N then N ^^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":2}]",0,0,0,"[0.5,0.0,0.5,0.0]"
case_81359523d1e030a5420a,learner_1b2a456a837f4b9d6e,"[{""program"":""let rec v3 v11 v9 = let v2 v10 v1 = match v10 with | [ ] -> ( v1 * v7 ) :: v10 | v6 :: v12 -> [ v1 * v7 + v6 / 722 ; v6 mod 722 ] @ v12 in let v4 = [ ] in let v8 = List . rev ( ( 721 , 721 ) :: List . combine v0 v5 ) in List . fold_left v2 v4 v8"",""diagnostic"":""| [] -> (v1 * v7) :: v1N ^ Error: This expression has type ('a -> 'b) -> ('c -> 'a) -> 'c -> 'b but an expression was expected of type int"",""error_family"":""typing"",""repeat_count"":1}]",1,0,0,"[0.1176470588,0.3529411765,0.0,0.5294117647]"
case_144b562862df17ed14a8,learner_dd92fe23693bbe1115,"[{""program"":""let rec v0 v1 = match v1 with | [ ] -> \""s123\"" | v2 :: v3 -> v2 ^ v0 v3"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":7},{""program"":""let rec v0 v1 = match v1 with | [ ] -> ' ' | v2 :: v3 -> v2 ^ v0 v3"",""diagnostic"":""| [] -> '' ^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1}]",0,0,0,"[0.0,0.0,1.0,0.0]"
case_32bf0d904a3febe9d0a9,learner_a5f183b862bff5ddc0,"[{""program"":""let v10 v6 v3 = let v2 ( v6 , v3 ) = let v14 v9 v8 = ( 321 , [ 321 ; 321 ; 321 ; 321 ] ) in let v7 = ( 321 , [ ] ) in let v11 = [ v6 ; v3 ] in let ( v12 , v5 ) = List . fold_left v14 v7 v11 in v5 in v0 ( v2 ( v1 v6 v3 ) )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":2},{""program"":""let v10 v6 v3 = let v2 ( v6 , v3 ) = let v14 v9 v8 = ( v6 , [ 321 ; 321 ; 321 ; 321 ] ) in let v7 = ( v6 , [ ] ) in let v11 = v3 in let ( v12 , v5 ) = List . fold_left v14 v7 v11 in v5 in v0 ( v2 ( v1 v6 v3 ) )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let v10 v6 v3 = let v2 ( v6 , v3 ) = let v14 v9 v8 = match v9 with [ ] -> | v13 :: v4 -> ( v6 , [ 321 ; 321 ; 321 ; 321 ] ) in let v7 = ( v6 , [ ] ) in let v11 = v3 in let ( v12 , v5 ) = List . fold_left v14 v7 v11 in v5 in v0 ( v2 ( v1 v6 v3 ) )"",""diagnostic"":""| v1N::v4 -> ^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1}]",1,1,1,"[0.2727272727,0.7272727273,0.0,0.0]"
case_2230baf5c0034a379c00,learner_647b9920f35e9a3b3b,"[{""program"":""let v1 ( v4 , v2 ) = let v0 = ( v2 , v4 v2 = v2 ) in v3 ( v4 , v0 )"",""diagnostic"":""v3 (v4,v0);; ^ Error: This expression has type 'a -> 'a but an expression was expected of type 'a -> 'a * bool The type variable 'a occurs inside 'a * bool"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v1 ( v4 , v2 ) = let v0 = ( v2 , ( v4 v2 = v2 ) ) in v3 ( v4 , v0 )"",""diagnostic"":""v3 (v4,v0);; ^ Error: This expression has type 'a -> 'a but an expression was expected of type 'a -> 'a * bool The type variable 'a occurs inside 'a * bool"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v1 ( v4 , v2 ) = let v0 = ( v2 , ( v4 v2 < v2 ) ) in v3 ( v4 , v0 )"",""diagnostic"":""v3 (v4,v0);; ^ Error: This expression has type 'a -> 'a but an expression was expected of type 'a -> 'a * bool The type variable 'a occurs inside 'a * bool"",""error_family"":""typing"",""repeat_count"":1}]",1,1,0,"[0.0,0.5,0.4,0.1]"
case_01450bf5c158d8d3b885,learner_bfb3d592c087cb80a7,"[{""program"":""let rec v9 v8 v3 = match v3 with | [ ] -> \""s703\"" | v1 :: v2 -> let v7 v11 v4 = ( fun v5 v4 -> v4 ^ v6 ) in let v10 = \""s703\"" in let v0 = v2 in List . fold_left v7 v10 v0"",""diagnostic"":""let v7 v1N v4 = (fun v5 v4 -> v4 ^ v6) in ^^ Error: Unbound value v6"",""error_family"":""name"",""repeat_count"":1},{""program"":""let rec v9 v8 v3 = match v3 with | [ ] -> \""s703\"" | v1 :: v2 -> let v7 v11 v4 = ( fun v5 v4 -> v4 ^ v5 ) in let v10 = \""s703\"" in let v0 = v2 in List . fold_left v7 v10 v0"",""diagnostic"":""List.fold_left v7 v1N v0;; ^^^^ Error: This expression has type string but an expression was expected of type string -> string -> string"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v9 v8 v3 = match v3 with | [ ] -> \""s703\"" | v1 :: v2 -> let v7 v11 v4 = ( fun v5 v4 -> v4 ^ v5 ) in let v10 = v1 in let v0 = v2 in List . fold_left v7 v10 v0"",""diagnostic"":""List.fold_left v7 v1N v0;; ^^^^^^^^^^^^^^^^^^^^^^^ Error: This expression has type string -> string -> string but an expression was expected of type string"",""error_family"":""typing"",""repeat_count"":1}]",1,0,0,"[0.0,0.1111111111,0.8888888889,0.0]"
case_7cd217a9ee2e9b534e22,learner_b043099f14d9ba10f2,"[{""program"":""let rec v1 v0 = match v0 with | C0 v2 -> Format . v3 \""s543\"" ( sin ( 337.0 * 336.0 ) )"",""diagnostic"":""| C0 v2 -> Format.v3 \""s\"" (sin (N * N));; ^^^ Error: This expression has type float but an expression was expected of type int"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v1 v0 = match v0 with | C0 v2 -> Format . v3 \""s543\"" ( sin ( 334 * 336.0 ) )"",""diagnostic"":""| C0 v2 -> Format.v3 \""s\"" (sin (N * N));; ^^^ Error: This expression has type float but an expression was expected of type int"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v1 v0 = match v0 with | C0 v2 -> Format . v3 \""s543\"" ( sin ( 334 * 335 ) )"",""diagnostic"":""| C0 v2 -> Format.v3 \""s\"" (sin (N * N));; ^^^^^^^ Error: This expression has type int but an expression was expected of type float"",""error_family"":""typing"",""repeat_count"":1}]",1,1,0,"[0.0,0.1428571429,0.4285714285,0.4285714286]"
case_cbdb5c740f87ba674148,learner_f8d974edce551da701,"[{""program"":""let rec v3 v1 = match v1 with | ( v1 < 113 ) -> [ ] | v0 :: v2 -> v0"",""diagnostic"":""| (v1 < N) -> [] ^ Syntax error: ')' expected, the highlighted '(' might be unmatched"",""error_family"":""syntax"",""repeat_count"":1},{""program"":""let rec v3 v1 = match v1 with | v1 < 113 -> [ ] | v0 :: v2 -> v0"",""diagnostic"":""| v1 < N -> [] ^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1}]",1,0,0,"[0.0833333333,0.3333333333,0.1666666667,0.4166666667]"
case_aaaec4fffddaaa6d588a,learner_6853110a3513bb91a7,"[{""program"":""let rec v0 v2 = let rec v3 v2 = if v2 <= 787 then 787 else ( v2 mod 786 ) + v0 ( v2 / 786 ) in let v1 = v3 v2 in if v1 > 785 then v0 v1 else v2 in v0 v2"",""diagnostic"":""else v2 in v0 v2;; ^ Error: Unbound value v2"",""error_family"":""name"",""repeat_count"":1},{""program"":""let v0 v2 = let rec v3 v2 = if v2 <= 787 then 787 else ( v2 mod 786 ) + v0 ( v2 / 786 ) in let v1 = v3 v2 in if v1 > 785 then v0 v1 else v2 in v0 v2"",""diagnostic"":""else v2 in v0 v2;; ^ Error: Unbound value v2"",""error_family"":""name"",""repeat_count"":1},{""program"":""let rec v0 v2 = let rec v3 v2 = if v2 <= 787 then 787 else ( v2 mod 786 ) + v0 ( v2 / 786 ) in let v1 = v3 v2 in if v1 > 785 then v0 v1 else 784 in v0 v2"",""diagnostic"":""v0 v2;; ^ Error: Unbound value v2"",""error_family"":""name"",""repeat_count"":1}]",1,1,1,"[0.24,0.0,0.28,0.48]"
case_15b8f823eef390d25405,learner_e72f1b4048f5895191,"[{""program"":""let rec v3 v1 = match v1 with | [ ] -> [ ] | hd :: tl -> ( v3 tl ) :: [ hd ]"",""diagnostic"":""| hd::tl -> (v3 tl) :: [hd];; ^^^^^^^^^^^^^^^^ Error: This expression has type 'a list but an expression was expected of type 'a The type variable 'a occurs inside 'a list"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v3 v1 = let rec concat v0 v2 = ( v0 :: v2 ) in match v1 with | [ ] -> [ ] | hd :: tl -> concat ( v3 tl ) [ hd ]"",""diagnostic"":""| hd::tl -> concat (v3 tl) [hd];; ^^^^^^^^^^^^^^^^^^^^^^^^^^^^ Error: This expression has type 'a list list but an expression was expected of type 'a list The type variable 'a occurs inside 'a list"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v3 v1 = match v1 with | [ ] -> [ ] | hd :: tl -> ( v3 tl ) :: [ hd ]"",""diagnostic"":""| hd::tl -> (v3 tl)::[hd];; ^^^^^^^^^^^^^^^^ Error: This expression has type 'a list but an expression was expected of type 'a The type variable 'a occurs inside 'a list"",""error_family"":""typing"",""repeat_count"":1}]",1,0,0,"[0.9333333334,0.0,0.0333333333,0.0333333333]"
case_f676cbee9331ca968790,learner_7017b8e8c159813623,"[{""program"":""let v3 ( v2 , v4 ) = v0 ( ( v4 * v4 * v4 , v4 < 304 ) , v4 )"",""diagnostic"":""let v3 (v2,v4) = v0 ((v4*v4*v4, v4 < N),v4);; ^^^^^^^^^^^^^^^^ Error: This expression has type 'a * 'b but an expression was expected of type 'c -> 'c * bool"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v3 ( v2 , v4 ) = v0 ( ( v2 v4 , false ) , v4 )"",""diagnostic"":""let v3 (v2,v4) = v0 ((v2 v4, false),v4);; ^^^^^^^^^^^^ Error: This expression has type 'a * 'b but an expression was expected of type 'c -> 'c * bool"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v3 ( v2 , v4 ) = v0 ( ( let v2 v4 = let v1 = v2 v4 in ( v1 , v1 = v4 ) ) , v4 )"",""diagnostic"":""let v3 (v2,v4) = v0 ((let v2 v4 = let v1 = v2 v4 in (v1, v1 = v4)),v4);; ^ Error: Syntax error: operator expected."",""error_family"":""syntax"",""repeat_count"":1}]",1,1,0,"[0.0,0.3333333334,0.3333333333,0.3333333333]"
